beacon_id,zone_name,zone_status,zone_id,station_id,clock,sub_station_id,direction,height_inches,pole_type,power_feed,mount_location,power_source,atd_location_id,created_date,created_by,modified_date,modified_by,am_start,am_end,pm_start,pm_end,pm_start_2,pm_end_2,location_name,location,latitude,longitude,unit_address,Source DB ID
7102-129-04,SANCHEZ,Active,7102,129,FALSE,4,NB,89,4_IN,OH,,AC,LOC17-009285,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492072200,1492093800,1492100100,,,60 BLK WALLER ST,"(30.25638889, -97.73416082)",30.25638889,-97.73416082,,
7419-054-01,ST LOUIS SCHOOL,Active,7419,54,FALSE,1,EB,90,2_IN,OH,,AC,LOC17-009730,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492070400,1492095600,1492099200,,,2301 BLK ST JOSEPH BLVD,"(30.35182674, -97.73281278)",30.35182674,-97.73281278,,
7521-293-03,"CUNNINGHAM, EDEN PARK ACADEMY",Active,7521,293,FALSE,3,EB,87.5,2_IN,OH,,AC,LOC17-009855,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492072200,1492093800,1492101000,,,2400 BLK BERKELEY AVE,"(30.2101581, -97.80769518)",30.2101581,-97.80769518,,
7302-193-00,WIDEN,Active,7302,193,TRUE,0,SB,,,,,,LOC17-010235,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492065900,1492072200,1492093800,1492100100,,,BLK,"(30.19242162, -97.74472682)",30.19242162,-97.74472682,,
7308-179-01,LINDER,Active,7308,179,FALSE,1,SB,82,2_IN,OH,,AC,LOC17-009485,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492065900,1492070400,1492093800,1492097400,,,BLK,"(30.23013665, -97.73840474)",30.23013665,-97.73840474,,
7528-362-00,CASEY,Active,7528,362,TRUE,0,EB,,,,MA,AC,LOC17-008780,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492072200,1492093800,1492099200,,,1225 BLK W SLAUGHTER LN,"(30.17378608, -97.81537179)",30.17378608,-97.81537179,,
7523-252-01,ANN RICHARDS SCH FOR YOUNG WOMEN LEADERS,Active,7523,252,FALSE,1,EB,105,2_IN,OH,,AC,LOC17-009600,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492072200,1492074900,1492101000,1492102800,,,2300 BLK PRATHER LN,"(30.23542629, -97.78972171)",30.23542629,-97.78972171,,
7408-019-00,SPICEWOOD,Active,7408,19,TRUE,0,WB,90,4_IN,OH,,AC,LOC17-008770,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492070400,1492093800,1492097400,,,10200 BLK ANDERSON MILL RD,"(30.44726023, -97.80280758)",30.44726023,-97.80280758,,
7102-128-00,SANCHEZ,Active,7102,128,TRUE,0,WB,88,2_IN,OH,,AC,LOC17-008805,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492072200,1492093800,1492100100,,,1200 BLK E 2ND ST,"(30.26057251, -97.73137585)",30.26057251,-97.73137585,,
7430-344-00,WESTWOOD,Active,7430,344,TRUE,0,SB,85,2_IN,,,SOLAR,LOC17-009065,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492071300,1492074900,1492099200,1492102800,,,12300 BLK MELLOW MEADOW DR,"(30.45969412, -97.797843)",30.45969412,-97.797843,,
7434-381-00,POND SPRINGS,Active,7434,381,TRUE,0,NB,,,,,AC,LOC17-009195,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492070400,1492093800,1492097400,,,12624 BLK ORO VALLEY TRL,"(30.44481296, -97.76435328)",30.44481296,-97.76435328,,
7514-273-00,KIKER,Active,7514,273,TRUE,0,NB,107,2_IN,UG,,AC,LOC17-007845,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492070400,1492092900,1492097400,,,10401 BLK ESCARPMENT BLVD,"(30.19350327, -97.88575062)",30.19350327,-97.88575062,,
7201-086-01,BARRINGTON,Active,7201,86,FALSE,1,WB,87,2_IN,OH,,AC,LOC17-009715,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492070400,1492091100,1492097400,,,200 BLK COOPER DR,"(30.35992421, -97.69561171)",30.35992421,-97.69561171,,
7420-056-01,"DOSS, MURCHISON",Active,7420,56,FALSE,1,EB,81,4_IN,UG,,AC,LOC17-008060,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492072200,1492093800,1492100100,,,3929 BLK FAR WEST BLVD,"(30.35802435, -97.76311549)",30.35802435,-97.76311549,,
7430-345-00,WESTWOOD,Active,7430,345,TRUE,0,WB,88,4_IN,,,SOLAR,LOC17-009070,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492071300,1492074900,1492099200,1492102800,,,12331 BLK HYMEADOW DR,"(30.45609965, -97.79560041)",30.45609965,-97.79560041,,
7211-093-01,LANIER,Active,7211,93,FALSE,1,EB,104,4_IN,OH,,AC,LOC17-009255,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492074000,1492085700,1492102800,,,1200 BLK PAYTON GIN RD,"(30.36158431, -97.7086398)",30.36158431,-97.7086398,,
7234-268-01,REAGAN,Active,7234,268,FALSE,1,SB,,,,MA,,LOC17-010160,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492071300,1492074900,1492099200,1492102800,,,7000 BLK CAMERON RD,"(30.32577446, -97.69261646)",30.32577446,-97.69261646,,
7310-187-00,HOUSTON,Active,7310,187,TRUE,0,WB,102,4_IN,UG,,AC,LOC17-007890,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492065900,1492070400,1492093800,1492097400,,,2300 BLK E STASSNEY LN,"(30.19362188, -97.75259158)",30.19362188,-97.75259158,,
7310-183-00,HOUSTON,Active,7310,183,TRUE,0,EB,93,4_IN,OH,,AC,LOC17-007875,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492065900,1492070400,1492093800,1492097400,,,2000 BLK TERI RD,"(30.20230398, -97.75275049)",30.20230398,-97.75275049,,
7225-125-00,BLANTON,Active,7225,125,TRUE,0,SB,99,2_IN,,,SOLAR,LOC17-007695,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492065900,1492070400,1492093800,1492097400,,,5707 BLK WESTMINSTER DR,"(30.31124346, -97.69065038)",30.31124346,-97.69065038,,
7513-317-00,CLAYTON,Active,7513,317,TRUE,0,WB,96,4_IN,,,SOLAR,LOC17-007865,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492065900,1492070400,1492092900,1492097400,,,7500 BLK LA CROSSE AVE,"(30.19642021, -97.90568414)",30.19642021,-97.90568414,,
7502-207-00,BARTON HILLS,Active,7502,207,TRUE,0,NB,82,2_IN,UG,,AC,LOC17-008485,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492070400,1492093800,1492097400,,,2116 BLK BARTON HILLS DR,"(30.25300351, -97.78405487)",30.25300351,-97.78405487,,
7201-086-00,BARRINGTON,Active,7201,86,TRUE,0,EB,101,2_IN,OH,,AC,LOC17-007835,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492070400,1492091100,1492097400,,,500 BLK COOPER DR,"(30.36054303, -97.69709689)",30.36054303,-97.69709689,,
7508-215-00,OAK HILL,Active,7508,215,TRUE,0,SB,91,2_IN,OH,,AC,LOC17-008405,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492070400,1492093800,1492097400,,,5600 BLK PATTON RANCH RD,"(30.23969173, -97.85899576)",30.23969173,-97.85899576,,
7428-337-00,GRANDVIEW HILLS,Active,7428,337,TRUE,0,NB,90,4_IN,,,SOLAR,LOC17-009005,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492070400,1492093800,1492097400,,,11712 BLK VISTA PARKE DR,"(30.41610032, -97.8554378)",30.41610032,-97.8554378,,
7107-135-00,BROOKE,Active,7107,135,TRUE,0,EB,88,2_IN,OH,,AC,LOC17-008165,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492065900,1492070400,1492093800,1492097400,,,2900 BLK E 4TH ST,"(30.25518749, -97.71023412)",30.25518749,-97.71023412,,
7305-178-00,FULMORE,Active,7305,178,TRUE,0,EB,,,,,AC,LOC17-007785,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492065000,1492072200,1492093800,1492100100,,,100 BLK LELAND ST,"(30.24313303, -97.7512609)",30.24313303,-97.7512609,,
7309-272-00,ALLISON,Active,7309,272,TRUE,0,EB,98.5,2_IN,OH,,,LOC17-010105,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492065900,1492072200,1492092000,1492100100,,,700 BLK MONTOPOLIS DR,"(30.23680283, -97.69569977)",30.23680283,-97.69569977,,
7527-372-00,COWAN,Active,7527,372,TRUE,0,SB,,4_IN,,,AC,LOC17-009180,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492070400,1492093800,1492097400,,,8900 BLK WEST GATE BLVD,"(30.18756165, -97.83601316)",30.18756165,-97.83601316,,
7202-126-01,MAPLEWOOD,Active,7202,126,FALSE,1,WB,85,2_IN,OH,,,LOC17-010185,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492070400,1492093800,1492097400,,,1600 BLK E 38TH HALF ST,"(30.29183986, -97.71368847)",30.29183986,-97.71368847,,
7114-UNK-01,ST. MARTIN LUTHERAN SCHOOL,Active,7114,UNK,FALSE,1,NB,88,4_IN,OH,,AC,LOC17-009450,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,,,,,,,1500 BLK RIO GRANDE ST,"(30.2790147, -97.74607058)",30.2790147,-97.74607058,,
7118-167-00,CASIS,Active,7118,167,TRUE,0,NB,93,2_IN,,,SOLAR,LOC17-008490,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492070400,1492092900,1492097400,,,2700 BLK EXPOSITION BLVD,"(30.30357589, -97.76431908)",30.30357589,-97.76431908,,
7220-113-00,PEARCE,Active,7220,113,TRUE,0,,,,,,AC,LOC17-007710,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492065900,1492072200,1492093800,1492100100,,,BLK,"(30.31464114, -97.68085652)",30.31464114,-97.68085652,,
7431-349-00,"ANDERSON MILL, GRISHAM",Active,7431,349,TRUE,0,WB,88,4_IN,,,SOLAR,LOC17-009055,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492072200,1492092000,1492100100,,,10620 BLK LAKE CREEK PKWY,"(30.45705496, -97.80400396)",30.45705496,-97.80400396,,
7429-342-00,PURPLE SAGE,Active,7429,342,TRUE,0,EB,88,4_IN,,,SOLAR,LOC17-009030,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492070400,1492093800,1492097400,,,11800 BLK TANGLEBRIAR TRL,"(30.45714669, -97.82129087)",30.45714669,-97.82129087,,
7301-173-00,BECKER,Active,7301,173,TRUE,0,SB,84,2_IN,OH,,AC,LOC17-007750,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492065900,1492070400,1492093800,1492097400,,,1600 BLK S 5TH ST,"(30.25103561, -97.76041708)",30.25103561,-97.76041708,,
7417-050-01,"WOOTEN, REEDEMER",Active,7417,50,FALSE,1,WB,89,4_IN,OH,,AC,LOC17-009750,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492072200,1492093800,1492098300,,,1322 BLK WOOTEN DR,"(30.3540376, -97.71722335)",30.3540376,-97.71722335,,
7208-075-00,GRAHAM,Active,7208,75,TRUE,0,EB,82,2_IN,OH,,AC,LOC17-008850,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492065000,1492070400,1492093800,1492097400,,,1111 BLK E BRAKER LN,"(30.37398743, -97.66986122)",30.37398743,-97.66986122,,
7414-036-01,"HILL, ANDERSON",Active,7414,36,FALSE,1,SB,87,2_IN,OH,,AC,LOC17-009695,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492074900,1492093800,1492102800,,,8606 BLK MESA DR,"(30.37919406, -97.7524129)",30.37919406,-97.7524129,,
7103-130-03,MARTIN,Active,7103,130,FALSE,3,WB,87,2_IN,OH,,AC,LOC17-009325,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492072200,1492093800,1492100100,,,1700 BLK HASKELL ST,"(30.25313005, -97.72813844)",30.25313005,-97.72813844,,
7416-045-00,BURNET,Active,7416,45,TRUE,0,EB,94,2_IN,OH,,AC,LOC17-008720,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492068600,1492072200,1492096500,1492100100,,,2200 BLK DORIS DR,"(30.36397944, -97.72738617)",30.36397944,-97.72738617,,
7202-126-00,MAPLEWOOD,Active,7202,126,TRUE,0,EB,101,2_IN,OH,,AC,LOC17-009215,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492070400,1492093800,1492097400,,,1400 BLK E 38TH HALF ST,"(30.29298805, -97.71623571)",30.29298805,-97.71623571,,
7507-213-00,ST MICHAELS,Active,7507,213,TRUE,0,WB,96,4_IN,,,SOLAR,LOC17-009110,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492069500,1492073100,1492095600,1492100100,,,2600 BLK BARTON CREEK BLVD,"(30.28810291, -97.87376977)",30.28810291,-97.87376977,,
7307-271-01,TRAVIS,Active,7307,271,FALSE,1,EB,,,,SP,AC,LOC17-009480,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492070400,1492074900,1492084800,1492090200,1492099200,1492102800,1300 BLK E OLTORF ST,"(30.23425912, -97.7427798)",30.23425912,-97.7427798,,
7431-350-00,"ANDERSON MILL, GRISHAM",Active,7431,350,TRUE,0,EB,89,4_IN,,,SOLAR,LOC17-009050,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492072200,1492092000,1492100100,,,10901 BLK LAKE CREEK PKWY,"(30.45700966, -97.80916255)",30.45700966,-97.80916255,,
7108-143-00,GOVALLE,Active,7108,143,TRUE,0,SB,85,2_IN,OH,,AC,LOC17-008825,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492065900,1492070400,1492093800,1492097400,,,900 BLK TILLERY ST,"(30.26322404, -97.70360773)",30.26322404,-97.70360773,,
7416-045-01,BURNET,Active,7416,45,FALSE,1,WB,79,2_IN,OH,,AC,LOC17-009725,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492068600,1492072200,1492096500,1492100100,,,2100 BLK DORIS DR,"(30.3633615, -97.72573694)",30.3633615,-97.72573694,,
7213-095-00,BROWN,Active,7213,95,TRUE,0,NB,97,4_IN,UG,,AC,LOC17-008475,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492070400,1492093800,1492097400,,,7718 BLK GUADALUPE ST,"(30.34431211, -97.71058066)",30.34431211,-97.71058066,,
7408-018-00,SPICEWOOD,Active,7408,18,TRUE,0,EB,111,2_IN,OH,,AC,LOC17-007480,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492070400,1492093800,1492097400,,,10300 BLK ANDERSON MILL RD,"(30.44706237, -97.80497026)",30.44706237,-97.80497026,,
7218-103-00,L.B.J,Active,7218,103,TRUE,0,WB,82,4_IN,UG,,AC,LOC17-008105,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492067700,1492071300,1492097400,1492101000,,,5600 BLK PECAN BROOK DR,"(30.31297634, -97.6523737)",30.31297634,-97.6523737,,
7318-377-00,HARMONY SCHOOL OF EXCELLENCE,Active,7318,377,TRUE,0,NB,,,,,,LOC17-010140,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492071300,1492094700,1492098300,,,BLK,"(30.21043093, -97.74706349)",30.21043093,-97.74706349,,
7522-294-02,JOSLIN,Active,7522,294,FALSE,2,WB,85,2_IN,OH,,AC,LOC17-009590,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066200,1492070400,1492093800,1492097400,,,2000 BLK REDD ST,"(30.22843131, -97.78962847)",30.22843131,-97.78962847,,
7527-258-00,COWAN,Active,7527,258,TRUE,0,WB,91,4_IN,UG,,AC,LOC17-008045,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492070400,1492093800,1492097400,,,2712 BLK GUIDEPOST TRL,"(30.18845172, -97.828228)",30.18845172,-97.828228,,
7109-146-00,SIMS,Active,7109,146,TRUE,0,EB,86,4_IN,OH,,AC,LOC17-007670,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492070400,1492093800,1492099200,,,1152 BLK WEBBERVILLE RD,"(30.2775293, -97.68585847)",30.2775293,-97.68585847,,
7413-031-00,CARAWAY,Active,7413,31,TRUE,0,SB,88,4_IN,,,SOLAR,LOC17-008115,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492070400,1492093800,1492097400,,,7400 BLK FIREOAK DR,"(30.42248871, -97.77145234)",30.42248871,-97.77145234,,
7401-003-00,STEINER RANCH,Active,7401,3,TRUE,0,EB,74,4_IN,,,SOLAR,LOC17-008925,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492070400,1492092900,1492096500,,,4200 BLK N QUINLAN PARK RD,"(30.38149913, -97.88451357)",30.38149913,-97.88451357,,
7109-146-01,SIMS,Active,7109,146,FALSE,1,WB,92,2_IN,OH,,AC,LOC17-009995,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492070400,1492093800,1492099200,,,1200 BLK WEBBERVILLE RD,"(30.27884519, -97.68391022)",30.27884519,-97.68391022,,
7209-077-00,WALNUT CREEK,Active,7209,77,TRUE,0,EB,116,2_IN,OH,,AC,LOC17-007755,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492070400,1492093800,1492097400,,,400 BLK W BRAKER LN,"(30.38074822, -97.68461945)",30.38074822,-97.68461945,,
7433-363-00,LIVE OAK EL/ DEER PARK MS,Active,7433,363,TRUE,0,EB,,,,,AC,LOC17-009155,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492073100,1492093800,1492099200,,,8925 BLK ANDERSON MILL RD,"(30.45268532, -97.77772343)",30.45268532,-97.77772343,,
7412-027-00,JOLLYVILLE,Active,7412,27,TRUE,0,SB,99,4_IN,,,SOLAR,LOC17-008975,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492070400,1492093800,1492097400,,,13110 BLK AMARILLO AVE,"(30.44554451, -97.7493855)",30.44554451,-97.7493855,,
7412-026-00,JOLLYVILLE,Active,7412,26,TRUE,0,NB,115,4_IN,,,SOLAR,LOC17-008970,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492070400,1492093800,1492097400,,,13100 BLK AMARILLO AVE,"(30.44422109, -97.74863716)",30.44422109,-97.74863716,,
7101-139-07,ALLAN,Active,7101,139,FALSE,7,NB,93,2_IN,OH,,AC,LOC17-009370,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492065900,1492070400,1492093800,1492101000,,,700 BLK SPRINGDALE RD,"(30.25686762, -97.70104631)",30.25686762,-97.70104631,,
7232-222-01,"DELCO, DESSAU",Active,7232,222,FALSE,1,NB,120,4_IN,OH,,AC,LOC17-009705,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492071600,1492093800,1492099200,,,12701 BLK DESSAU RD,"(30.39577388, -97.64344179)",30.39577388,-97.64344179,,
7303-286-01,ST ELMO,Active,7303,286,FALSE,1,WB,90.5,2_IN,OH,,AC,LOC17-009505,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492065900,1492070400,1492092000,1492097400,,,400 BLK W ST ELMO RD,"(30.22055688, -97.77169003)",30.22055688,-97.77169003,,
7414-040-00,"HILL, ANDERSON",Active,7414,40,TRUE,0,EB,89,2_IN,OH,,AC,LOC17-008685,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492074900,1492093800,1492102800,,,4000 BLK HYRIDGE DR,"(30.37938081, -97.74965317)",30.37938081,-97.74965317,,
7313-284-07,PLEASANT HILL,Active,7313,284,FALSE,7,EB,93,2_IN,OH,,AC,LOC17-009575,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492065900,1492070400,1492093800,1492097400,,,BLK,"(30.19696829, -97.77702635)",30.19696829,-97.77702635,,
7214-096-00,"WEBB, BROWN",Active,7214,96,TRUE,0,NB,103,4_IN,OH,,AC,LOC17-008470,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492065900,1492072200,1492093800,1492101000,,,7300 BLK NORTHCREST BLVD,"(30.33766853, -97.71117734)",30.33766853,-97.71117734,,
7216-106-00,HART,Active,7216,106,TRUE,0,SB,119,4_IN,,,SOLAR,LOC17-008595,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492070400,1492093800,1492097400,,,8300 BLK FURNESS DR,"(30.3433675, -97.68941429)",30.3433675,-97.68941429,,
7316-190-00,RODRIGUEZ,Active,7316,190,TRUE,0,EB,88,4_IN,,,SOLAR,LOC17-010115,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492065900,1492070400,1492091100,1492101900,,,2206 BLK TERI RD,"(30.20034884, -97.74980258)",30.20034884,-97.74980258,,
7316-188-00,RODRIGUEZ,Active,7316,188,TRUE,0,NB,87.5,4_IN,,,SOLAR,LOC17-010110,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492065900,1492070400,1492091100,1492101900,,,5001 BLK S PLEASANT VALLEY RD,"(30.19763597, -97.74366125)",30.19763597,-97.74366125,,
7118-266-01,CASIS,Active,7118,266,FALSE,1,WB,100,2_IN,OH,,,LOC17-010155,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492070400,1492092900,1492097400,,,2700 BLK HILLVIEW RD,"(30.30319228, -97.76449841)",30.30319228,-97.76449841,,
7516-244-01,WILLIAMS,Active,7516,244,FALSE,1,NB,123,4_IN,UG,,AC,LOC17-010040,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492070400,1492093800,1492097400,,,BLK,"(30.18048761, -97.79012592)",30.18048761,-97.79012592,,
7111-150-00,OAK SPRINGS,Active,7111,150,TRUE,0,NB,86,,OH,,AC,LOC17-008830,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492065900,1492070400,1492093800,1492097400,,,3404 BLK WEBBERVILLE RD,"(30.27085343, -97.70571483)",30.27085343,-97.70571483,,
7517-290-02,BEDICHEK,Active,7517,290,FALSE,2,WB,96,4_IN,OH,,AC,LOC17-010030,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492072200,1492094700,1492100100,,,400 BLK THELMA DR,"(30.19293011, -97.78623099)",30.19293011,-97.78623099,,
7431-351-00,"ANDERSON MILL, GRISHAM",Active,7431,351,TRUE,0,SB,89,4_IN,,,SOLAR,LOC17-009145,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492072200,1492092000,1492100100,,,12302 BLK DEERBROOK TRL,"(30.45966489, -97.80799511)",30.45966489,-97.80799511,,
7301-175-00,BECKER,Active,7301,175,TRUE,0,EB,80,2_IN,OH,,AC,LOC17-007770,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492065900,1492070400,1492093800,1492097400,,,901 BLK W ANNIE ST,"(30.24889887, -97.76064628)",30.24889887,-97.76064628,,
7318-378-00,HARMONY SCHOOL OF EXCELLENCE,Active,7318,378,TRUE,0,SB,,,,,,LOC17-010135,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492071300,1492094700,1492098300,,,BLK,"(30.21179401, -97.74645613)",30.21179401,-97.74645613,,
7517-290-01,BEDICHEK,Active,7517,290,FALSE,1,SB,84,2_IN,OH,,AC,LOC17-009880,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492072200,1492094700,1492100100,,,6700 BLK BILL HUGHES RD,"(30.19538953, -97.78533607)",30.19538953,-97.78533607,,
7521-293-02,"CUNNINGHAM, EDEN PARK ACADEMY",Active,7521,293,FALSE,2,WB,83,4_IN,OH,,AC,LOC17-009850,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492072200,1492093800,1492101000,,,2000 BLK BERKELEY AVE,"(30.20914272, -97.80523539)",30.20914272,-97.80523539,,
7101-139-02,ALLAN,Active,7101,139,FALSE,2,SB,77,2_IN,OH,,AC,LOC17-009390,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492065900,1492070400,1492093800,1492101000,,,900 BLK SPRINGDALE RD,"(30.26103824, -97.6985592)",30.26103824,-97.6985592,,
7514-237-00,KIKER,Active,7514,237,TRUE,0,EB,90,4_IN,,,SOLAR,LOC17-007850,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492070400,1492092900,1492097400,,,5800 BLK LA CROSSE AVE,"(30.19228234, -97.88238708)",30.19228234,-97.88238708,,
7415-044-00,PILLOW,Active,7415,44,TRUE,0,SB,101,2_IN,,,SOLAR,LOC17-008750,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492070400,1492092900,1492096500,,,8504 BLK ROCKWOOD LN,"(30.3688698, -97.7312984)",30.3688698,-97.7312984,,
7210-082-00,COOK,Active,7210,82,TRUE,0,EB,111,4_IN,UG,,AC,LOC17-008735,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492065900,1492070400,1492093800,1492097400,,,1606 BLK CRIPPLE CREEK DR,"(30.37967868, -97.70474385)",30.37967868,-97.70474385,,
7516-242-00,WILLIAMS,Active,7516,242,TRUE,0,EB,123,4_IN,UG,,AC,LOC17-007575,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492070400,1492093800,1492097400,,,604 BLK MAIRO ST,"(30.18057948, -97.79361303)",30.18057948,-97.79361303,,
7514-238-00,KIKER,Active,7514,238,TRUE,0,WB,92,4_IN,,,SOLAR,LOC17-007920,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492070400,1492092900,1492097400,,,5400 BLK LA CROSSE AVE,"(30.1921298, -97.87953316)",30.1921298,-97.87953316,,
7116-161-01,LEE,Active,7116,161,FALSE,1,WB,88,2_IN,OH,,AC,LOC17-009815,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492072200,1492093800,1492099200,,,710 BLK HARRIS AVE,"(30.2939699, -97.72730469)",30.2939699,-97.72730469,,
7314-205-00,GALINDO,Active,7314,205,TRUE,0,SB,91.5,2_IN,OH,,AC,LOC17-008500,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492070400,1492093800,1492097400,,,3700 BLK GARDEN VILLA LN,"(30.23157802, -97.77275431)",30.23157802,-97.77275431,,
7516-244-00,WILLIAMS,Active,7516,244,TRUE,0,,120,4_IN,UG,,AC,LOC17-007570,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492070400,1492093800,1492097400,,,610 BLK BLUE VALLEY DR,"(30.18249066, -97.79304717)",30.18249066,-97.79304717,,
7101-139-03,ALLAN,Active,7101,139,FALSE,3,NB,95,2_IN,OH,,AC,LOC17-009385,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492065900,1492070400,1492093800,1492101000,,,830 BLK SPRINGDALE RD,"(30.2602242, -97.69888501)",30.2602242,-97.69888501,,
7421-059-00,GULLETT,Active,7421,59,TRUE,0,SB,107,4_IN,UG,,AC,LOC17-008390,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492070400,1492092900,1492096500,,,6403 BLK TREADWELL BLVD,"(30.34428043, -97.74720828)",30.34428043,-97.74720828,,
