beacon_id,zone_name,zone_status,zone_id,station_id,clock,sub_station_id,direction,height_inches,pole_type,power_feed,mount_location,power_source,atd_location_id,created_date,created_by,modified_date,modified_by,am_start,am_end,pm_start,pm_end,pm_start_2,pm_end_2,location_name,location,latitude,longitude,unit_address,Source DB ID
7404-006-00,NORTHWEST,Active,7404,6,TRUE,0,NB,82,2_IN,OH,POLE,AC,LOC17-010075,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492070400,1492093800,1492097400,,,14013 BLK THERMAL DR,"(30.4318959, -97.67484951)",30.4318959,-97.67484951,,
7313-284-05,PLEASANT HILL,Active,7313,284,FALSE,5,EB,89.5,2_IN,OH,,AC,LOC17-009555,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492065900,1492070400,1492093800,1492097400,,,100 BLK EBERHART LN,"(30.19715842, -97.77811485)",30.19715842,-97.77811485,,
7313-284-02,PLEASANT HILL,Active,7313,284,FALSE,2,SB,,,,,,LOC17-010275,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492065900,1492070400,1492093800,1492097400,,,BLK,"(30.19942643, -97.77638955)",30.19942643,-97.77638955,,
7214-097-00,"WEBB, BROWN",Active,7214,97,TRUE,0,SB,82,2_IN,OH,,AC,LOC17-008465,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492065900,1492072200,1492093800,1492101000,,,7500 BLK NORTHCREST BLVD,"(30.33916087, -97.71014968)",30.33916087,-97.71014968,,
7411-024-00,LAUREL MOUNTAIN,Active,7411,24,TRUE,0,NB,108,4_IN,,,SOLAR,LOC17-008610,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492070400,1492093800,1492097400,,,7415 BLK YAUPON DR,"(30.41268924, -97.77858144)",30.41268924,-97.77858144,,
7210-083-00,COOK,Active,7210,83,TRUE,0,EB,78,4_IN,UG,,AC,LOC17-008740,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492065900,1492070400,1492093800,1492097400,,,1403 BLK CRIPPLE CREEK DR,"(30.37639754, -97.70303982)",30.37639754,-97.70303982,,
7113-155-00,BLACKSHEAR,Active,7113,155,TRUE,0,EB,95,4_IN,,,AC,LOC17-008155,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492065900,1492072200,1492093800,1492097400,,,1200 BLK ROSEWOOD AVE,"(30.26851741, -97.72614449)",30.26851741,-97.72614449,,
7227-281-04,RIDGETOP,Active,7227,281,FALSE,4,NB,,,,,,LOC17-010265,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492065900,1492070400,1492093800,1492101000,,,BLK,"(30.31155955, -97.71530012)",30.31155955,-97.71530012,,
7420-056-03,"DOSS, MURCHISON",Active,7420,56,FALSE,3,EB,96,2_IN,UG,,AC,LOC17-009755,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492072200,1492093800,1492100100,,,4000 BLK NORTH HILLS DR,"(30.35711301, -97.7644962)",30.35711301,-97.7644962,,
7431-352-00,"ANDERSON MILL, GRISHAM",Active,7431,352,TRUE,0,WB,88,4_IN,,,SOLAR,LOC17-009060,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492072200,1492092000,1492100100,,,10702 BLK SCHOOL HOUSE LN,"(30.45823756, -97.80412152)",30.45823756,-97.80412152,,
7113-156-00,BLACKSHEAR,Active,7113,156,TRUE,0,WB,109,WOOD,,POLE,AC,LOC17-008140,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492065900,1492072200,1492093800,1492097400,,,1512 BLK ROSEWOOD AVE,"(30.26915126, -97.72291559)",30.26915126,-97.72291559,,
7515-239-00,KOCUREK,Active,7515,239,TRUE,0,EB,110,4_IN,UG,,AC,LOC17-007950,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492070400,1492093800,1492097400,,,2621 BLK W SLAUGHTER LN,"(30.17655167, -97.83514159)",30.17655167,-97.83514159,,
7401-002-00,STEINER RANCH,Active,7401,2,TRUE,0,WB,76,4_IN,,,SOLAR,LOC17-008920,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492070400,1492092900,1492096500,,,4001 BLK N QUINLAN PARK RD,"(30.37789827, -97.88477546)",30.37789827,-97.88477546,,
7204-091-00,WOOLDRIDGE,Active,7204,91,TRUE,0,WB,87,4_IN,UG,,AC,LOC17-008700,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492065900,1492071300,1492091100,1492097400,,,1300 BLK NORSEMAN TER,"(30.36359899, -97.70877496)",30.36359899,-97.70877496,,
7107-135-01,BROOKE,Active,7107,135,FALSE,1,WB,89,2_IN,OH,,AC,LOC17-010050,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492065900,1492070400,1492093800,1492097400,,,2926 BLK E 4TH ST,"(30.25423071, -97.70796331)",30.25423071,-97.70796331,,
7422-406-00,BRENTWOOD,Active,7422,406,TRUE,0,NB,,,OH,POLE,SOLAR,LOC17-010295,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492070400,1492093800,1492097400,,,6700 BLK YATES AVE,"(30.33975236, -97.73302672)",30.33975236,-97.73302672,,
7112-154-00,KEALING,Active,7112,154,TRUE,0,EB,88,4_IN,UG,,AC,LOC17-008135,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492065900,1492072200,1492093800,1492097400,,,1400 BLK PENNSYLVANIA AVE,"(30.27115218, -97.72292877)",30.27115218,-97.72292877,,
7520-292-03,CROCKETT,Active,7520,292,FALSE,3,NB,87.5,4_IN,OH,,AC,LOC17-009840,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492068600,1492074900,1492085400,1492092600,1492099200,1492102800,5800 BLK MANCHACA RD,"(30.21370992, -97.80060702)",30.21370992,-97.80060702,,
7519-250-01,STRICKLAND CHRISTIAN SCHOOL,Active,7519,250,FALSE,1,NB,,,OH,,AC,LOC17-010015,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492067700,1492072200,1492093800,1492097400,,,7614 BLK MANCHACA RD,"(30.19516824, -97.81044282)",30.19516824,-97.81044282,,
7517-291-01,BEDICHEK,Active,7517,291,FALSE,1,WB,,2_IN,OH,,AC,LOC17-009890,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492072200,1492094700,1492100100,,,306 BLK W WILLIAM CANNON DR,"(30.19515392, -97.78430022)",30.19515392,-97.78430022,,
7116-162-00,LEE,Active,7116,162,TRUE,0,NB,92,2_IN,OH,,AC,LOC17-008350,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492072200,1492093800,1492099200,,,3300 BLK DUVAL ST,"(30.29552991, -97.7317415)",30.29552991,-97.7317415,,
7306-283-00,ST IGNATIUS,Active,7306,283,TRUE,0,EB,86,2_IN,,,AC,LOC17-008120,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492070400,1492095600,1492099200,,,200 BLK W OLTORF ST,"(30.24017956, -97.75589203)",30.24017956,-97.75589203,,
7516-289-01,WILLIAMS,Active,7516,289,FALSE,1,SB,,,OH,SP,AC,LOC17-009870,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492070400,1492093800,1492097400,,,7500 BLK S 1ST ST,"(30.18446528, -97.79224328)",30.18446528,-97.79224328,,
7409-021-00,CANYON CREEK,Active,7409,21,TRUE,0,WB,84,4_IN,,,SOLAR,LOC17-008615,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492070400,1492093800,1492097400,,,10964 BLK BOULDER LN,"(30.43793032, -97.82285559)",30.43793032,-97.82285559,,
7103-130-04,MARTIN,Active,7103,130,FALSE,4,EB,92,2_IN,OH,,AC,LOC17-009330,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492072200,1492093800,1492100100,,,1400 BLK HOLLY ST,"(30.25513537, -97.73114224)",30.25513537,-97.73114224,,
7422-064-00,BRENTWOOD,Active,7422,64,TRUE,0,WB,79,2_IN,OH,,AC,LOC17-008440,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492070400,1492093800,1492097400,,,1400 BLK JUSTIN LN,"(30.34096671, -97.72718707)",30.34096671,-97.72718707,,
7113-157-00,BLACKSHEAR,Active,7113,157,TRUE,0,EB,84,2_IN,OH,,AC,LOC17-008150,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492065900,1492072200,1492093800,1492097400,,,1700 BLK ROSEWOOD AVE,"(30.26937361, -97.72082112)",30.26937361,-97.72082112,,
7510-223-00,COVINGTON,Active,7510,223,TRUE,0,SB,96,2_IN,UG,,AC,LOC17-007545,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492068600,1492072200,1492096500,1492100100,,,7000 BLK LOCHINVAR ST,"(30.21339787, -97.8324864)",30.21339787,-97.8324864,,
7528-361-00,CASEY,Active,7528,361,TRUE,0,WB,,,,MA,AC,LOC17-008775,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492072200,1492093800,1492099200,,,1200 BLK W SLAUGHTER LN,"(30.1739486, -97.8131941)",30.1739486,-97.8131941,,
7102-129-05,SANCHEZ,Active,7102,129,FALSE,5,SB,89,2_IN,OH,,AC,LOC17-009305,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492072200,1492093800,1492100100,,,86 BLK WALLER ST,"(30.25859962, -97.73330277)",30.25859962,-97.73330277,,
7315-287-01,DAWSON,Active,7315,287,FALSE,1,EB,97,2_IN,OH,,AC,LOC17-009630,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492065900,1492070400,1492092000,1492098300,,,500 BLK HAVANA ST,"(30.23355347, -97.76436237)",30.23355347,-97.76436237,,
7217-269-01,REILLY,Active,7217,269,FALSE,1,,,,,,AC,LOC17-009980,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492070400,1492093800,1492097400,,,108 BLK DENSON DR,"(30.32793561, -97.71830307)",30.32793561,-97.71830307,,
7430-346-00,WESTWOOD,Active,7430,346,TRUE,0,NB,85,4_IN,,,SOLAR,LOC17-009075,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492071300,1492074900,1492099200,1492102800,,,12204 BLK HYMEADOW DR,"(30.45388101, -97.79720069)",30.45388101,-97.79720069,,
7103-130-05,MARTIN,Active,7103,130,FALSE,5,WB,82,2_IN,OH,,AC,LOC17-009320,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492072200,1492093800,1492100100,,,1600 BLK HOLLY ST,"(30.2546188, -97.72927777)",30.2546188,-97.72927777,,
7223-118-00,PECAN SPRINGS,Active,7223,118,TRUE,0,WB,92,2_IN,UG,,AC,LOC17-007715,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492065900,1492072200,1492093800,1492100100,,,5900 BLK REICHER DR,"(30.30526209, -97.67599113)",30.30526209,-97.67599113,,
7207-073-00,COPPERFIELD,Active,7207,73,TRUE,0,NB,75,4_IN,UG,,AC,LOC17-007510,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492070400,1492093800,1492097400,,,12116 BLK THOMPKINS DR,"(30.38714129, -97.66108426)",30.38714129,-97.66108426,,
7408-313-00,SPICEWOOD,Active,7408,313,TRUE,0,SB,89,4_IN,UG,,AC,LOC17-008600,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492070400,1492093800,1492097400,,,11550 BLK SPICEWOOD PKWY,"(30.44419725, -97.8063686)",30.44419725,-97.8063686,,
7311-196-00,PALM,Active,7311,196,TRUE,0,NB,,2_IN,UG,,AC,LOC17-007935,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492065900,1492070400,1492093800,1492099200,,,7600 BLK DIXIE DR,"(30.16421977, -97.74458683)",30.16421977,-97.74458683,,
7231-304-00,PICKLE,Active,7231,304,TRUE,0,WB,,,,MA,AC,LOC17-008555,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492065900,1492072200,1492093800,1492101000,,,1024 BLK E ST JOHNS AVE,"(30.32917924, -97.69628717)",30.32917924,-97.69628717,,
7510-224-00,COVINGTON,Active,7510,224,TRUE,0,WB,111,2_IN,OH,,AC,LOC17-007550,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492068600,1492072200,1492096500,1492100100,,,3600 BLK CONVICT HILL RD,"(30.2114385, -97.8344766)",30.2114385,-97.8344766,,
7522-294-01,JOSLIN,Active,7522,294,FALSE,1,SB,125,4_IN,OH,,AC,LOC17-009585,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066200,1492070400,1492093800,1492097400,,,4400 BLK MANCHACA RD,"(30.22889604, -97.78912095)",30.22889604,-97.78912095,,
7313-284-03,PLEASANT HILL,Active,7313,284,FALSE,3,NB,,,,,,LOC17-010280,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492065900,1492070400,1492093800,1492097400,,,BLK,"(30.19611637, -97.77753006)",30.19611637,-97.77753006,,
7111-153-00,OAK SPRINGS,Active,7111,153,TRUE,0,EB,96,,OH,,AC,LOC17-008835,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492065900,1492070400,1492093800,1492097400,,,2500 BLK ROSEWOOD AVE,"(30.27235916, -97.70576026)",30.27235916,-97.70576026,,
7238-332-00,GARCIA,Active,7238,332,TRUE,0,SB,125,4_IN,,,SOLAR,LOC17-008900,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492067700,1492071300,1492096500,1492100100,,,7400 BLK JOHNNY MORRIS RD,"(30.30873735, -97.64296364)",30.30873735,-97.64296364,,
7107-138-00,BROOKE,Active,7107,138,TRUE,0,WB,109,2_IN,OH,,AC,LOC17-007615,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492065900,1492070400,1492093800,1492097400,,,3200 BLK E 5TH ST,"(30.25484914, -97.70577472)",30.25484914,-97.70577472,,
7237-330-00,ST FRANCIS,Active,7237,330,TRUE,0,EB,103,4_IN,OH,,AC,LOC17-008885,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492068600,1492072200,1492095600,1492099200,,,300 BLK E HUNTLAND DR,"(30.33071011, -97.7108258)",30.33071011,-97.7108258,,
7506-211-00,BRIDGE POINT,Active,7506,211,TRUE,0,WB,99,4_IN,,,SOLAR,LOC17-008180,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492070400,1492093800,1492097400,,,6300 BLK CEDAR ST,"(30.33998256, -97.80438629)",30.33998256,-97.80438629,,
7504-275-00,CEDAR CREEK,Active,7504,275,TRUE,0,NB,96,4_IN,OH,,AC,LOC17-009680,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066500,1492073100,1492094100,1492101900,,,1500 BLK WALSH TARLTON LN,"(30.26829575, -97.80503732)",30.26829575,-97.80503732,,
7524-277-01,SUNSET VALLEY,Active,7524,277,FALSE,1,SB,85,2_IN,OH,,AC,LOC17-010010,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492065900,1492070400,1492093800,1492097400,,,4900 BLK WEST GATE BLVD,"(30.22631209, -97.80355999)",30.22631209,-97.80355999,,
7511-230-00,BOONE,Active,7511,230,TRUE,0,SB,84,2_IN,UG,,AC,LOC17-007600,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492070400,1492093800,1492097400,,,8100 BLK CROFTWOOD DR,"(30.2048234, -97.840724)",30.2048234,-97.840724,,
7503-209-00,HILL COUNTRY,Active,7503,209,TRUE,0,SB,109,4_IN,UG,,AC,LOC17-008010,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066500,1492073100,1492094100,1492101900,,,1017 BLK WALSH TARLTON LN,"(30.27312276, -97.80139633)",30.27312276,-97.80139633,,
7418-053-00,"WOOTEN, BURNET",Active,7418,53,TRUE,0,SB,96,4_IN,OH,,AC,LOC17-008630,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492072200,1492093800,1492100100,,,1740 BLK OHLEN RD,"(30.36268358, -97.71997114)",30.36268358,-97.71997114,,
7420-056-04,"DOSS, MURCHISON",Active,7420,56,FALSE,4,EB,86,2_IN,OH,,AC,LOC17-009770,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492072200,1492093800,1492100100,,,3820 BLK NORTH HILLS DR,"(30.35543661, -97.76304877)",30.35543661,-97.76304877,,
7311-197-00,PALM,Active,7311,197,TRUE,0,SB,81.5,4_IN,UG,,AC,LOC17-007940,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492065900,1492070400,1492093800,1492099200,,,7300 BLK DIXIE DR,"(30.16720557, -97.74453214)",30.16720557,-97.74453214,,
7106-132-01,ZAVALA,Active,7106,132,FALSE,1,SB,90,2_IN,OH,,AC,LOC17-009345,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492065900,1492070400,1492092000,1492097400,,,300 BLK CHICON ST,"(30.25968748, -97.72352903)",30.25968748,-97.72352903,,
7432-334-00,RIVER RIDGE,Active,7432,334,TRUE,0,NB,84,4_IN,,,SOLAR,LOC17-009080,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492067700,1492070100,1492094100,1492096500,,,301 BLK S QUINLAN PARK RD,"(30.34556439, -97.91887567)",30.34556439,-97.91887567,,
7317-369-00,DEL VALLE,Active,7317,369,TRUE,0,NB,,,OH,,,LOC17-010125,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492065900,1492073100,1492094700,1492100100,,,5310 BLK ROSS RD,"(30.17336305, -97.62058288)",30.17336305,-97.62058288,,
7124-358-00,GARZA INDEPENDENCE,Active,7124,358,TRUE,0,SB,,4_IN,,,AC,LOC17-008840,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492071300,1492074900,1492095600,1492099200,,,1700 BLK CHICON ST,"(30.27823359, -97.72095151)",30.27823359,-97.72095151,,
7420-056-00,"DOSS, MURCHISON",Active,7420,56,TRUE,0,EB,,WOOD,,,,LOC17-010175,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492072200,1492093800,1492100100,,,3929 BLK FAR WEST BLVD,"(30.35815467, -97.76294809)",30.35815467,-97.76294809,,
7427-311-00,PATSY SOMMER,Active,7427,311,TRUE,0,WB,87,2_IN,OH,POLE,SOLAR,LOC17-008995,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492070400,1492093800,1492097400,,,16220 BLK AVERY RANCH BLVD,"(30.50485502, -97.74868956)",30.50485502,-97.74868956,,
7236-321-00,DESSAU,Active,7236,321,TRUE,0,NB,111,4_IN,UG,,AC,LOC17-008580,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492071600,1492093800,1492099200,,,12920 BLK HARRISGLENN DR,"(30.40163441, -97.64861177)",30.40163441,-97.64861177,,
7302-194-00,WIDEN,Active,7302,194,TRUE,0,EB,111,4_IN,UG,,AC,LOC17-007910,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492065900,1492072200,1492093800,1492100100,,,4900 BLK VILLAGE SQUARE DR,"(30.18850044, -97.74525818)",30.18850044,-97.74525818,,
7415-041-00,PILLOW,Active,7415,41,TRUE,0,EB,86,4_IN,UG,,AC,LOC17-008980,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492070400,1492092900,1492096500,,,3109 BLK CROSSCREEK DR,"(30.37035928, -97.73484752)",30.37035928,-97.73484752,,
7526-217-00,SMALL,Active,7526,217,TRUE,0,NB,89,4_IN,UG,,AC,LOC17-008645,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492072200,1492093800,1492100100,,,4610 BLK MONTEREY OAKS BLVD,"(30.23173134, -97.83934313)",30.23173134,-97.83934313,,
7117-280-00,BRYKER WOODS,Active,7117,280,TRUE,0,NB,78,2_IN,OH,,AC,LOC17-008310,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492070400,1492093800,1492097400,,,3300 BLK JEFFERSON ST,"(30.30585104, -97.7527546)",30.30585104,-97.7527546,,
7417-046-00,"WOOTEN, REEDEMER",Active,7417,46,TRUE,0,EB,,,,SP,AC,LOC17-008435,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492072200,1492093800,1492098300,,,1417 BLK W ANDERSON LN,"(30.35170681, -97.72151175)",30.35170681,-97.72151175,,
7420-056-02,"DOSS, MURCHISON",Active,7420,56,FALSE,2,EB,89,2_IN,OH,,AC,LOC17-009760,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492072200,1492093800,1492100100,,,3900 BLK FAR WEST BLVD,"(30.35725175, -97.76114628)",30.35725175,-97.76114628,,
7104-131-00,METZ,Active,7104,131,TRUE,0,WB,77,2_IN,OH,,AC,LOC17-008200,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492065900,1492070400,1492093800,1492097400,,,2200 BLK HOLLY ST,"(30.25198961, -97.72184435)",30.25198961,-97.72184435,,
7518-249-00,ODOM,Active,7518,249,TRUE,0,WB,96,4_IN,UG,,AC,LOC17-008445,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492070400,1492092000,1492097400,,,816 BLK TURTLE CREEK BLVD,"(30.20424556, -97.78755216)",30.20424556,-97.78755216,,
7103-130-02,MARTIN,Active,7103,130,FALSE,2,EB,80,2_IN,OH,,AC,LOC17-009315,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492072200,1492093800,1492100100,,,1400 BLK HASKELL ST,"(30.25422702, -97.73154)",30.25422702,-97.73154,,
7420-057-00,"DOSS, MURCHISON",Active,7420,57,TRUE,0,WB,96,4_IN,UG,,AC,LOC17-008505,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492072200,1492093800,1492100100,,,3700 BLK NORTH HILLS DR,"(30.3532008, -97.7582198)",30.3532008,-97.7582198,,
7407-015-01,DAVIS,Active,7407,15,FALSE,1,WB,,,,SP,,LOC17-010180,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492065000,1492072200,1492092000,1492099200,,,5100 BLK DUVAL RD,"(30.41663941, -97.74029992)",30.41663941,-97.74029992,,
7523-254-03,ANN RICHARDS SCH FOR YOUNG WOMEN LEADERS,Active,7523,254,FALSE,3,NB,85,2_IN,OH,,AC,LOC17-009605,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492072200,1492074900,1492101000,1492102800,,,4000 BLK VICTORY DR,"(30.23450351, -97.79003563)",30.23450351,-97.79003563,,
7424-066-00,HIGHLAND PARK,Active,7424,66,TRUE,0,SB,91,2_IN,OH,,AC,LOC17-008275,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492070400,1492093800,1492097400,,,5000 BLK FAIRVIEW DR,"(30.3318398, -97.75896005)",30.3318398,-97.75896005,,
7515-274-00,KOCUREK,Active,7515,274,TRUE,0,WB,91,2_IN,UG,,AC,LOC17-009115,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492070400,1492093800,1492097400,,,2600 BLK W SLAUGHTER LN,"(30.17657621, -97.8325597)",30.17657621,-97.8325597,,
7231-100-00,PICKLE,Active,7231,100,TRUE,0,WB,114,4_IN,UG,,AC,LOC17-008540,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492065900,1492072200,1492093800,1492101000,,,1112 BLK E ST JOHNS AVE,"(30.32825989, -97.69436559)",30.32825989,-97.69436559,,
7513-319-00,CLAYTON,Active,7513,319,TRUE,0,NB,96,4_IN,,,SOLAR,LOC17-007855,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492065900,1492070400,1492092900,1492097400,,,10911 BLK SPRUCE CANYON DR,"(30.19242583, -97.90901215)",30.19242583,-97.90901215,,
7402-336-00,BUSH/CANYON RIDGE,Active,7402,336,TRUE,0,SB,107,4_IN,,,SOLAR,LOC17-008945,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492067700,1492074000,1492093800,1492101000,,,12820 BLK COUNTRY TRAILS LN,"(30.3667635, -97.90463489)",30.3667635,-97.90463489,,
7224-121-00,JORDAN,Active,7224,121,TRUE,0,NB,,,,,AC,LOC17-008890,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492065900,1492070400,1492093800,1492097400,,,6700 BLK JOHNNY MORRIS RD,"(30.30049755, -97.64800487)",30.30049755,-97.64800487,,
7405-254-00,"WESTVIEW, PARMER",Active,7405,254,TRUE,0,NB,103,4_IN,,,SOLAR,LOC17-008675,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492071600,1492093800,1492099200,,,12500 BLK RAMPART ST,"(30.4148132, -97.69303448)",30.4148132,-97.69303448,,
7422-062-01,BRENTWOOD,Active,7422,62,FALSE,1,SB,81,2_IN,OH,,AC,LOC17-009790,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492070400,1492093800,1492097400,,,6700 BLK ARROYO SECO,"(30.34079464, -97.72977956)",30.34079464,-97.72977956,,
7233-307-00,BRENTWOOD OAKS,Active,7233,307,TRUE,0,SB,123,4_IN,UG,,AC,LOC17-008875,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492067700,1492071300,1492092900,1492100100,,,12500 BLK N LAMAR BLVD,"(30.42092331, -97.67390308)",30.42092331,-97.67390308,,
7428-339-00,GRANDVIEW HILLS,Active,7428,339,TRUE,0,WB,90,4_IN,,,SOLAR,LOC17-009015,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492070400,1492093800,1492097400,,,11800 BLK WILSON PARKE AVE,"(30.41808169, -97.85429287)",30.41808169,-97.85429287,,
7112-154-01,KEALING,Active,7112,154,FALSE,1,EB,84,2_IN,UG,,AC,LOC17-009435,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492065900,1492072200,1492093800,1492097400,,,1400 BLK PENNSYLVANIA AVE,"(30.2712866, -97.72292526)",30.2712866,-97.72292526,,
7225-VFY-00,BLANTON,Active,7225,VFY,TRUE,0,NB,,,OH,POLE,,LOC17-010210,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492065900,1492070400,1492093800,1492097400,,,5400 BLK WESTMINSTER DR,"(30.3061421, -97.68923179)",30.3061421,-97.68923179,,
7129-233-01,UT ELEMENTARY CHARTER SCHOOL,Active,7129,233,FALSE,1,EB,89,4_IN,OH,,AC,LOC17-009355,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492067700,1492071300,1492092900,1492099200,,,2200 BLK E 6TH ST,"(30.26020899, -97.71855905)",30.26020899,-97.71855905,,
7522-294-03,JOSLIN,Active,7522,294,FALSE,3,EB,99,2_IN,OH,,AC,LOC17-009595,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066200,1492070400,1492093800,1492097400,,,2036 BLK REDD ST,"(30.2294555, -97.79202415)",30.2294555,-97.79202415,,
7317-370-00,DEL VALLE,Active,7317,370,TRUE,0,SB,,,OH,,,LOC17-010120,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492065900,1492073100,1492094700,1492100100,,,5412 BLK ROSS RD,"(30.17479155, -97.61985935)",30.17479155,-97.61985935,,
7209-078-00,WALNUT CREEK,Active,7209,78,TRUE,0,WB,111,4_IN,OH,,AC,LOC17-008430,4/13/17 19:00,John Clary,4/13/17 19:00,John Clary,1492066800,1492070400,1492093800,1492097400,,,104 BLK E BRAKER LN,"(30.37892651, -97.68082927)",30.37892651,-97.68082927,,
