,Time,icon1,pcpt_lat1long1,visibility1,lat1,long11,icon2,pcpt_lat1long2,visibility2,lat2,long12,icon3,pcpt_lat1long3,visibility3,lat3,long13,icon4,pcpt_lat2long1,visibility4,lat4,long21,icon5,pcpt_lat2long2,visibility5,lat5,long22,icon6,pcpt_lat2long3,visibility6,lat6,long23
0,2017-09-26 00:00:00,clear-night,0,9.997,30.434,-96.442,clear-night,0,9.997,30.434,-96.109,clear-night,0,9.997,30.434,-95.776,clear-night,0,9.997,30.863,-96.442,clear-night,0,9.997,30.863,-96.109,clear-night,0,5,30.863,-95.776
1,2017-09-26 01:00:00,clear-night,0,9.997,30.434,-96.442,clear-night,0,9.997,30.434,-96.109,clear-night,0,9.997,30.434,-95.776,clear-night,0,9.997,30.863,-96.442,clear-night,0,9.997,30.863,-96.109,clear-night,0,9.997,30.863,-95.776
2,2017-09-26 02:00:00,clear-night,0,9.997,30.434,-96.442,clear-night,0,9.997,30.434,-96.109,clear-night,0,9.997,30.434,-95.776,clear-night,0,9.997,30.863,-96.442,clear-night,0,9.997,30.863,-96.109,clear-night,0,9.997,30.863,-95.776
3,2017-09-26 03:00:00,clear-night,0,7.002,30.434,-96.442,clear-night,0,8.729,30.434,-96.109,clear-night,0,9.997,30.434,-95.776,clear-night,0,9.997,30.863,-96.442,clear-night,0,9.997,30.863,-96.109,clear-night,0,9.997,30.863,-95.776
4,2017-09-26 04:00:00,clear-night,0,7.002,30.434,-96.442,clear-night,0,7.035,30.434,-96.109,clear-night,0,9.997,30.434,-95.776,clear-night,0,9.997,30.863,-96.442,clear-night,0,9.997,30.863,-96.109,clear-night,0,9.997,30.863,-95.776
5,2017-09-26 05:00:00,clear-night,0,7.002,30.434,-96.442,clear-night,0,7.457,30.434,-96.109,clear-night,0,6.001,30.434,-95.776,clear-night,0,7.002,30.863,-96.442,clear-night,0,9.105,30.863,-96.109,clear-night,0,9.997,30.863,-95.776
6,2017-09-26 06:00:00,clear-night,0,7.002,30.434,-96.442,clear-night,0,8.729,30.434,-96.109,clear-night,0,8.633,30.434,-95.776,clear-night,0,9.997,30.863,-96.442,clear-night,0,9.997,30.863,-96.109,clear-night,0,8.996,30.863,-95.776
7,2017-09-26 07:00:00,clear-night,0,7.002,30.434,-96.442,clear-night,0,8.729,30.434,-96.109,partly-cloudy-night,0,3.536,30.434,-95.776,clear-night,0,9.997,30.863,-96.442,clear-night,0,9.997,30.863,-96.109,fog,0,0.998,30.863,-95.776
8,2017-09-26 08:00:00,clear-day,0,6.052,30.434,-96.442,clear-day,0,7.002,30.434,-96.109,clear-day,0,7.995,30.434,-95.776,clear-day,0,9.262,30.863,-96.442,clear-day,0,9.997,30.863,-96.109,cloudy,0,5,30.863,-95.776
9,2017-09-26 09:00:00,clear-day,0,9.997,30.434,-96.442,clear-day,0,9.997,30.434,-96.109,clear-day,0,9.997,30.434,-95.776,clear-day,0,9.997,30.863,-96.442,clear-day,0,9.997,30.863,-96.109,partly-cloudy-day,0,9.997,30.863,-95.776
10,2017-09-26 10:00:00,partly-cloudy-day,0,9.997,30.434,-96.442,partly-cloudy-day,0,9.997,30.434,-96.109,clear-day,0,9.997,30.434,-95.776,partly-cloudy-day,0,9.997,30.863,-96.442,partly-cloudy-day,0,9.997,30.863,-96.109,clear-day,0,9.997,30.863,-95.776
11,2017-09-26 11:00:00,partly-cloudy-day,0,9.997,30.434,-96.442,partly-cloudy-day,0,9.997,30.434,-96.109,partly-cloudy-day,0,9.997,30.434,-95.776,partly-cloudy-day,0,9.997,30.863,-96.442,partly-cloudy-day,0,9.997,30.863,-96.109,partly-cloudy-day,0,9.997,30.863,-95.776
12,2017-09-26 12:00:00,partly-cloudy-day,0,9.997,30.434,-96.442,partly-cloudy-day,0,9.997,30.434,-96.109,partly-cloudy-day,0,9.997,30.434,-95.776,partly-cloudy-day,0,9.997,30.863,-96.442,partly-cloudy-day,0,9.997,30.863,-96.109,partly-cloudy-day,0,9.997,30.863,-95.776
13,2017-09-26 13:00:00,partly-cloudy-day,0,9.997,30.434,-96.442,partly-cloudy-day,0,9.997,30.434,-96.109,partly-cloudy-day,0,9.997,30.434,-95.776,partly-cloudy-day,0,9.997,30.863,-96.442,partly-cloudy-day,0,9.997,30.863,-96.109,partly-cloudy-day,0,9.997,30.863,-95.776
14,2017-09-26 14:00:00,partly-cloudy-day,0,9.997,30.434,-96.442,partly-cloudy-day,0,9.997,30.434,-96.109,partly-cloudy-day,0,9.997,30.434,-95.776,partly-cloudy-day,0,9.997,30.863,-96.442,partly-cloudy-day,0,9.997,30.863,-96.109,partly-cloudy-day,0,8.996,30.863,-95.776
15,2017-09-26 15:00:00,partly-cloudy-day,0,9.997,30.434,-96.442,partly-cloudy-day,0,9.997,30.434,-96.109,partly-cloudy-day,0,9.997,30.434,-95.776,partly-cloudy-day,0,9.997,30.863,-96.442,partly-cloudy-day,0,9.997,30.863,-96.109,partly-cloudy-day,0,9.997,30.863,-95.776
16,2017-09-26 16:00:00,partly-cloudy-day,0,9.997,30.434,-96.442,partly-cloudy-day,0,9.997,30.434,-96.109,partly-cloudy-day,0,9.997,30.434,-95.776,partly-cloudy-day,0,9.997,30.863,-96.442,partly-cloudy-day,0,9.997,30.863,-96.109,partly-cloudy-day,0,9.997,30.863,-95.776
17,2017-09-26 17:00:00,partly-cloudy-day,0,9.997,30.434,-96.442,partly-cloudy-day,0,9.997,30.434,-96.109,partly-cloudy-day,0,9.997,30.434,-95.776,partly-cloudy-day,0,9.997,30.863,-96.442,partly-cloudy-day,0,9.997,30.863,-96.109,partly-cloudy-day,0,9.997,30.863,-95.776
18,2017-09-26 18:00:00,clear-day,0,9.997,30.434,-96.442,clear-day,0,9.997,30.434,-96.109,partly-cloudy-day,0,9.997,30.434,-95.776,clear-day,0,9.997,30.863,-96.442,clear-day,0,9.997,30.863,-96.109,clear-day,0,9.997,30.863,-95.776
19,2017-09-26 19:00:00,clear-day,0,9.997,30.434,-96.442,clear-day,0,9.997,30.434,-96.109,clear-day,0,9.997,30.434,-95.776,clear-day,0,9.997,30.863,-96.442,clear-day,0,9.997,30.863,-96.109,clear-day,0,8.996,30.863,-95.776
20,2017-09-26 20:00:00,partly-cloudy-night,0,9.997,30.434,-96.442,partly-cloudy-night,0,9.997,30.434,-96.109,clear-night,0,9.997,30.434,-95.776,clear-night,0,9.997,30.863,-96.442,clear-night,0,9.997,30.863,-96.109,clear-night,0,9.997,30.863,-95.776
21,2017-09-26 21:00:00,partly-cloudy-night,0.0003,9.997,30.434,-96.442,clear-night,0.0007,9.997,30.434,-96.109,clear-night,0,9.997,30.434,-95.776,clear-night,0,9.997,30.863,-96.442,clear-night,0,9.997,30.863,-96.109,clear-night,0,9.997,30.863,-95.776
22,2017-09-26 22:00:00,partly-cloudy-night,0,9.997,30.434,-96.442,partly-cloudy-night,0,9.997,30.434,-96.109,clear-night,0,9.997,30.434,-95.776,clear-night,0,9.997,30.863,-96.442,partly-cloudy-night,0,9.997,30.863,-96.109,clear-night,0,9.997,30.863,-95.776
23,2017-09-26 23:00:00,partly-cloudy-night,0,9.997,30.434,-96.442,partly-cloudy-night,0,9.997,30.434,-96.109,clear-night,0,9.997,30.434,-95.776,clear-night,0,9.997,30.863,-96.442,clear-night,0,9.997,30.863,-96.109,clear-night,0,9.997,30.863,-95.776
24,2017-09-27 00:00:00,partly-cloudy-night,0.0055,9.997,30.434,-96.442,partly-cloudy-night,0.0044,9.997,30.434,-96.109,clear-night,0,9.997,30.434,-95.776,clear-night,0,9.997,30.863,-96.442,clear-night,0,9.997,30.863,-96.109,clear-night,0,9.997,30.863,-95.776
25,2017-09-27 01:00:00,partly-cloudy-night,0.0004,9.997,30.434,-96.442,partly-cloudy-night,0,9.997,30.434,-96.109,clear-night,0,9.997,30.434,-95.776,clear-night,0,9.997,30.863,-96.442,clear-night,0,9.997,30.863,-96.109,clear-night,0,9.997,30.863,-95.776
26,2017-09-27 02:00:00,partly-cloudy-night,0,9.997,30.434,-96.442,clear-night,0,9.997,30.434,-96.109,clear-night,0,9.997,30.434,-95.776,clear-night,0,9.997,30.863,-96.442,clear-night,0,9.997,30.863,-96.109,clear-night,0,9.997,30.863,-95.776
27,2017-09-27 03:00:00,partly-cloudy-night,0,9.997,30.434,-96.442,partly-cloudy-night,0,9.997,30.434,-96.109,clear-night,0,8.996,30.434,-95.776,clear-night,0,9.997,30.863,-96.442,clear-night,0,9.997,30.863,-96.109,partly-cloudy-night,0,9.997,30.863,-95.776
28,2017-09-27 04:00:00,partly-cloudy-night,0,9.997,30.434,-96.442,partly-cloudy-night,0,9.997,30.434,-96.109,clear-night,0,9.997,30.434,-95.776,clear-night,0,9.997,30.863,-96.442,clear-night,0,9.997,30.863,-96.109,clear-night,0,9.997,30.863,-95.776
29,2017-09-27 05:00:00,partly-cloudy-night,0,9.997,30.434,-96.442,clear-night,0,9.997,30.434,-96.109,clear-night,0,9.997,30.434,-95.776,clear-night,0,9.997,30.863,-96.442,clear-night,0,9.997,30.863,-96.109,clear-night,0,9.997,30.863,-95.776
30,2017-09-27 06:00:00,partly-cloudy-night,0,9.997,30.434,-96.442,clear-night,0,9.997,30.434,-96.109,clear-night,0,8.996,30.434,-95.776,partly-cloudy-night,0,9.997,30.863,-96.442,partly-cloudy-night,0,9.997,30.863,-96.109,clear-night,0,8.996,30.863,-95.776
31,2017-09-27 07:00:00,clear-night,0,8.767,30.434,-96.442,clear-night,0,7.002,30.434,-96.109,clear-night,0,8.996,30.434,-95.776,clear-night,0,9.997,30.863,-96.442,clear-night,0,9.997,30.863,-96.109,clear-night,0,8.996,30.863,-95.776
32,2017-09-27 08:00:00,clear-day,0,9.997,30.434,-96.442,clear-day,0,9.997,30.434,-96.109,clear-day,0,9.997,30.434,-95.776,clear-day,0,9.997,30.863,-96.442,clear-day,0,9.997,30.863,-96.109,clear-day,0,7.002,30.863,-95.776
33,2017-09-27 09:00:00,clear-day,0,9.997,30.434,-96.442,clear-day,0,9.997,30.434,-96.109,clear-day,0,9.997,30.434,-95.776,clear-day,0,9.997,30.863,-96.442,clear-day,0,9.997,30.863,-96.109,partly-cloudy-day,0,8.996,30.863,-95.776
34,2017-09-27 10:00:00,clear-day,0,9.997,30.434,-96.442,clear-day,0,9.997,30.434,-96.109,clear-day,0,9.997,30.434,-95.776,clear-day,0,9.997,30.863,-96.442,clear-day,0,9.997,30.863,-96.109,partly-cloudy-day,0,9.997,30.863,-95.776
35,2017-09-27 11:00:00,clear-day,0,9.997,30.434,-96.442,clear-day,0,9.997,30.434,-96.109,clear-day,0,9.997,30.434,-95.776,clear-day,0,9.997,30.863,-96.442,clear-day,0,9.997,30.863,-96.109,partly-cloudy-day,0,9.997,30.863,-95.776
36,2017-09-27 12:00:00,clear-day,0,9.997,30.434,-96.442,clear-day,0,9.997,30.434,-96.109,clear-day,0,9.997,30.434,-95.776,clear-day,0,9.997,30.863,-96.442,clear-day,0,9.997,30.863,-96.109,partly-cloudy-day,0,9.997,30.863,-95.776
37,2017-09-27 13:00:00,partly-cloudy-day,0,9.997,30.434,-96.442,partly-cloudy-day,0,9.997,30.434,-96.109,partly-cloudy-day,0,9.997,30.434,-95.776,partly-cloudy-day,0,9.997,30.863,-96.442,partly-cloudy-day,0,9.997,30.863,-96.109,partly-cloudy-day,0,9.997,30.863,-95.776
38,2017-09-27 14:00:00,partly-cloudy-day,0,9.997,30.434,-96.442,partly-cloudy-day,0,9.997,30.434,-96.109,partly-cloudy-day,0,9.997,30.434,-95.776,partly-cloudy-day,0,9.997,30.863,-96.442,partly-cloudy-day,0,9.997,30.863,-96.109,partly-cloudy-day,0,9.997,30.863,-95.776
39,2017-09-27 15:00:00,partly-cloudy-day,0,9.997,30.434,-96.442,partly-cloudy-day,0,9.997,30.434,-96.109,partly-cloudy-day,0,9.997,30.434,-95.776,partly-cloudy-day,0,9.997,30.863,-96.442,partly-cloudy-day,0,9.997,30.863,-96.109,partly-cloudy-day,0,9.997,30.863,-95.776
40,2017-09-27 16:00:00,partly-cloudy-day,0,9.997,30.434,-96.442,partly-cloudy-day,0,9.997,30.434,-96.109,partly-cloudy-day,0,9.997,30.434,-95.776,partly-cloudy-day,0,9.997,30.863,-96.442,partly-cloudy-day,0,9.997,30.863,-96.109,clear-day,0,9.997,30.863,-95.776
41,2017-09-27 17:00:00,partly-cloudy-day,0,9.997,30.434,-96.442,partly-cloudy-day,0,9.997,30.434,-96.109,partly-cloudy-day,0,9.997,30.434,-95.776,partly-cloudy-day,0,9.997,30.863,-96.442,partly-cloudy-day,0,9.997,30.863,-96.109,partly-cloudy-day,0,9.997,30.863,-95.776
42,2017-09-27 18:00:00,partly-cloudy-day,0,9.997,30.434,-96.442,partly-cloudy-day,0,9.997,30.434,-96.109,partly-cloudy-day,0,9.997,30.434,-95.776,partly-cloudy-day,0,9.997,30.863,-96.442,partly-cloudy-day,0,9.997,30.863,-96.109,partly-cloudy-day,0,9.997,30.863,-95.776
43,2017-09-27 19:00:00,partly-cloudy-day,0,9.997,30.434,-96.442,clear-day,0,9.997,30.434,-96.109,clear-day,0,9.997,30.434,-95.776,partly-cloudy-day,0,9.997,30.863,-96.442,partly-cloudy-day,0,9.997,30.863,-96.109,partly-cloudy-day,0,9.997,30.863,-95.776
44,2017-09-27 20:00:00,partly-cloudy-night,0,9.997,30.434,-96.442,partly-cloudy-night,0,9.997,30.434,-96.109,clear-night,0,9.997,30.434,-95.776,partly-cloudy-night,0,9.997,30.863,-96.442,partly-cloudy-night,0,9.997,30.863,-96.109,clear-night,0,9.997,30.863,-95.776
45,2017-09-27 21:00:00,partly-cloudy-night,0,9.997,30.434,-96.442,partly-cloudy-night,0,9.997,30.434,-96.109,clear-night,0,9.997,30.434,-95.776,partly-cloudy-night,0,9.997,30.863,-96.442,partly-cloudy-night,0,9.997,30.863,-96.109,clear-night,0,9.997,30.863,-95.776
46,2017-09-27 22:00:00,partly-cloudy-night,0,9.997,30.434,-96.442,clear-night,0,9.997,30.434,-96.109,clear-night,0,9.997,30.434,-95.776,partly-cloudy-night,0,9.997,30.863,-96.442,partly-cloudy-night,0,9.997,30.863,-96.109,clear-night,0,9.997,30.863,-95.776
47,2017-09-27 23:00:00,clear-night,0,9.997,30.434,-96.442,clear-night,0,9.997,30.434,-96.109,clear-night,0,9.997,30.434,-95.776,clear-night,0,9.997,30.863,-96.442,clear-night,0,9.997,30.863,-96.109,clear-night,0,9.997,30.863,-95.776
48,2017-09-28 00:00:00,clear-night,0,9.997,30.434,-96.442,clear-night,0,9.997,30.434,-96.109,clear-night,0,8.996,30.434,-95.776,clear-night,0,9.997,30.863,-96.442,clear-night,0,9.997,30.863,-96.109,clear-night,0,9.997,30.863,-95.776
49,2017-09-28 01:00:00,clear-night,0,9.997,30.434,-96.442,clear-night,0,9.997,30.434,-96.109,clear-night,0,8.996,30.434,-95.776,clear-night,0,9.997,30.863,-96.442,clear-night,0,9.997,30.863,-96.109,clear-night,0,9.997,30.863,-95.776
50,2017-09-28 02:00:00,clear-night,0,9.997,30.434,-96.442,partly-cloudy-night,0,9.997,30.434,-96.109,clear-night,0,8.996,30.434,-95.776,clear-night,0,9.997,30.863,-96.442,partly-cloudy-night,0,9.997,30.863,-96.109,partly-cloudy-night,0,9.997,30.863,-95.776
51,2017-09-28 03:00:00,partly-cloudy-night,0,9.997,30.434,-96.442,partly-cloudy-night,0,9.997,30.434,-96.109,clear-night,0,7.002,30.434,-95.776,partly-cloudy-night,0,9.997,30.863,-96.442,partly-cloudy-night,0,9.997,30.863,-96.109,partly-cloudy-night,0,9.997,30.863,-95.776
52,2017-09-28 04:00:00,partly-cloudy-night,0,9.997,30.434,-96.442,partly-cloudy-night,0,9.997,30.434,-96.109,partly-cloudy-night,0,7.002,30.434,-95.776,partly-cloudy-night,0,9.997,30.863,-96.442,partly-cloudy-night,0,9.997,30.863,-96.109,clear-night,0,9.997,30.863,-95.776
53,2017-09-28 05:00:00,partly-cloudy-night,0,9.997,30.434,-96.442,partly-cloudy-night,0,9.997,30.434,-96.109,partly-cloudy-night,0,6.001,30.434,-95.776,partly-cloudy-night,0,9.997,30.863,-96.442,cloudy,0,9.997,30.863,-96.109,clear-night,0,8.996,30.863,-95.776
54,2017-09-28 06:00:00,partly-cloudy-night,0,9.997,30.434,-96.442,partly-cloudy-night,0,9.997,30.434,-96.109,partly-cloudy-night,0,6.001,30.434,-95.776,cloudy,0.0023,9.997,30.863,-96.442,cloudy,0.0046,9.997,30.863,-96.109,partly-cloudy-night,0,7.995,30.863,-95.776
55,2017-09-28 07:00:00,partly-cloudy-night,0,9.997,30.434,-96.442,partly-cloudy-night,0,9.997,30.434,-96.109,partly-cloudy-night,0,7.002,30.434,-95.776,cloudy,0,9.997,30.863,-96.442,cloudy,0.0004,9.997,30.863,-96.109,partly-cloudy-night,0,7.995,30.863,-95.776
56,2017-09-28 08:00:00,clear-day,0,9.997,30.434,-96.442,partly-cloudy-day,0,9.997,30.434,-96.109,partly-cloudy-day,0,6.001,30.434,-95.776,partly-cloudy-day,0,9.997,30.863,-96.442,partly-cloudy-day,0,9.997,30.863,-96.109,partly-cloudy-day,0,7.002,30.863,-95.776
57,2017-09-28 09:00:00,clear-day,0,9.997,30.434,-96.442,partly-cloudy-day,0,9.997,30.434,-96.109,partly-cloudy-day,0,7.995,30.434,-95.776,partly-cloudy-day,0,9.997,30.863,-96.442,partly-cloudy-day,0,9.997,30.863,-96.109,partly-cloudy-day,0,7.995,30.863,-95.776
58,2017-09-28 10:00:00,clear-day,0,9.997,30.434,-96.442,clear-day,0,9.997,30.434,-96.109,clear-day,0,9.997,30.434,-95.776,partly-cloudy-day,0,9.997,30.863,-96.442,partly-cloudy-day,0,9.997,30.863,-96.109,partly-cloudy-day,0,9.997,30.863,-95.776
59,2017-09-28 11:00:00,partly-cloudy-day,0,9.997,30.434,-96.442,clear-day,0,9.997,30.434,-96.109,clear-day,0,9.997,30.434,-95.776,partly-cloudy-day,0,9.997,30.863,-96.442,partly-cloudy-day,0,9.997,30.863,-96.109,clear-day,0,9.997,30.863,-95.776
60,2017-09-28 12:00:00,partly-cloudy-day,0,9.997,30.434,-96.442,clear-day,0,9.997,30.434,-96.109,partly-cloudy-day,0,9.997,30.434,-95.776,partly-cloudy-day,0,9.997,30.863,-96.442,partly-cloudy-day,0,9.997,30.863,-96.109,partly-cloudy-day,0,9.997,30.863,-95.776
61,2017-09-28 13:00:00,partly-cloudy-day,0,9.997,30.434,-96.442,partly-cloudy-day,0,9.997,30.434,-96.109,partly-cloudy-day,0,9.997,30.434,-95.776,partly-cloudy-day,0,9.997,30.863,-96.442,partly-cloudy-day,0,9.997,30.863,-96.109,partly-cloudy-day,0,9.997,30.863,-95.776
62,2017-09-28 14:00:00,partly-cloudy-day,0,9.997,30.434,-96.442,partly-cloudy-day,0,9.997,30.434,-96.109,partly-cloudy-day,0,9.997,30.434,-95.776,partly-cloudy-day,0,9.997,30.863,-96.442,partly-cloudy-day,0,9.997,30.863,-96.109,partly-cloudy-day,0,9.997,30.863,-95.776
63,2017-09-28 15:00:00,cloudy,0.0021,9.997,30.434,-96.442,cloudy,0.002,9.997,30.434,-96.109,partly-cloudy-day,0,9.997,30.434,-95.776,cloudy,0,9.997,30.863,-96.442,cloudy,0,9.997,30.863,-96.109,partly-cloudy-day,0,9.997,30.863,-95.776
64,2017-09-28 16:00:00,rain,0.0515,9.997,30.434,-96.442,rain,0.038,9.997,30.434,-96.109,partly-cloudy-day,0,9.997,30.434,-95.776,partly-cloudy-day,0,9.997,30.863,-96.442,partly-cloudy-day,0,9.997,30.863,-96.109,partly-cloudy-day,0,9.997,30.863,-95.776
65,2017-09-28 17:00:00,rain,0.1094,6.438,30.434,-96.442,rain,0.068,7.002,30.434,-96.109,rain,0.0125,9.997,30.434,-95.776,rain,0.0627,8.634,30.863,-96.442,cloudy,0.0499,9.997,30.863,-96.109,partly-cloudy-day,0,9.997,30.863,-95.776
66,2017-09-28 18:00:00,rain,0.0901,6.62,30.434,-96.442,rain,0.0891,9.997,30.434,-96.109,rain,0.0374,9.997,30.434,-95.776,rain,0.0306,7.974,30.863,-96.442,rain,0.0426,9.997,30.863,-96.109,partly-cloudy-day,0,9.997,30.863,-95.776
67,2017-09-28 19:00:00,rain,0.1091,7.184,30.434,-96.442,rain,0.0561,9.997,30.434,-96.109,partly-cloudy-day,0.0035,9.997,30.434,-95.776,rain,0.163,5,30.863,-96.442,rain,0.0367,8.426,30.863,-96.109,partly-cloudy-day,0,9.997,30.863,-95.776
68,2017-09-28 20:00:00,rain,0.0337,8.87,30.434,-96.442,rain,0.0172,9.997,30.434,-96.109,partly-cloudy-night,0,9.997,30.434,-95.776,rain,0.0303,9.314,30.863,-96.442,partly-cloudy-night,0.0173,9.997,30.863,-96.109,partly-cloudy-night,0,9.997,30.863,-95.776
69,2017-09-28 21:00:00,rain,0.012,8.84,30.434,-96.442,rain,0.015,9.997,30.434,-96.109,cloudy,0,9.997,30.434,-95.776,rain,0.0093,8.559,30.863,-96.442,partly-cloudy-night,0.0056,9.997,30.863,-96.109,partly-cloudy-night,0,9.997,30.863,-95.776
70,2017-09-28 22:00:00,rain,0.0036,9.434,30.434,-96.442,rain,0.0114,9.997,30.434,-96.109,partly-cloudy-night,0.0025,9.997,30.434,-95.776,rain,0.0026,9.656,30.863,-96.442,partly-cloudy-night,0.003,9.997,30.863,-96.109,partly-cloudy-night,0,9.997,30.863,-95.776
71,2017-09-28 23:00:00,cloudy,0.0032,8.174,30.434,-96.442,rain,0.0491,8.996,30.434,-96.109,rain,0.0081,9.997,30.434,-95.776,cloudy,0,9.656,30.863,-96.442,cloudy,0.0006,9.997,30.863,-96.109,partly-cloudy-night,0,9.997,30.863,-95.776
72,2017-09-29 00:00:00,rain,0.0261,8.174,30.434,-96.442,rain,0.0639,8.996,30.434,-96.109,partly-cloudy-night,0.0053,9.997,30.434,-95.776,cloudy,0.0032,9.656,30.863,-96.442,cloudy,0.0006,9.997,30.863,-96.109,partly-cloudy-night,0,9.997,30.863,-95.776
73,2017-09-29 01:00:00,rain,0.1794,5.588,30.434,-96.442,rain,0.0894,6.001,30.434,-96.109,rain,0.0014,9.997,30.434,-95.776,cloudy,0.0013,6.661,30.863,-96.442,cloudy,0.0005,7.002,30.863,-96.109,partly-cloudy-night,0,9.997,30.863,-95.776
74,2017-09-29 02:00:00,rain,0.0675,7.002,30.434,-96.442,rain,0.0664,7.002,30.434,-96.109,partly-cloudy-night,0.0016,8.996,30.434,-95.776,cloudy,0,7.002,30.863,-96.442,cloudy,0.0005,7.002,30.863,-96.109,partly-cloudy-night,0,9.997,30.863,-95.776
75,2017-09-29 03:00:00,rain,0.032,5.125,30.434,-96.442,rain,0.0098,6.001,30.434,-96.109,clear-night,0,7.002,30.434,-95.776,cloudy,0.0022,8.634,30.863,-96.442,cloudy,0,9.997,30.863,-96.109,clear-night,0,8.996,30.863,-95.776
76,2017-09-29 04:00:00,rain,0.011,6.248,30.434,-96.442,rain,0.0027,7.995,30.434,-96.109,clear-night,0,7.995,30.434,-95.776,cloudy,0.004,7.341,30.863,-96.442,cloudy,0,7.995,30.863,-96.109,clear-night,0,9.997,30.863,-95.776
77,2017-09-29 05:00:00,cloudy,0.0011,7.524,30.434,-96.442,cloudy,0.0004,9.997,30.434,-96.109,clear-night,0,9.997,30.434,-95.776,cloudy,0,9.997,30.863,-96.442,cloudy,0,9.997,30.863,-96.109,clear-night,0,9.997,30.863,-95.776
78,2017-09-29 06:00:00,partly-cloudy-night,0,7.813,30.434,-96.442,partly-cloudy-night,0,9.997,30.434,-96.109,clear-night,0,9.997,30.434,-95.776,partly-cloudy-night,0,9.997,30.863,-96.442,partly-cloudy-night,0,9.997,30.863,-96.109,clear-night,0,7.002,30.863,-95.776
79,2017-09-29 07:00:00,partly-cloudy-night,0,8.762,30.434,-96.442,partly-cloudy-night,0,9.997,30.434,-96.109,clear-night,0,9.997,30.434,-95.776,partly-cloudy-night,0,9.997,30.863,-96.442,partly-cloudy-night,0,9.997,30.863,-96.109,clear-night,0,7.995,30.863,-95.776
80,2017-09-29 08:00:00,clear-day,0,8.688,30.434,-96.442,clear-day,0,9.997,30.434,-96.109,partly-cloudy-day,0,9.997,30.434,-95.776,clear-day,0,9.997,30.863,-96.442,clear-day,0,9.997,30.863,-96.109,partly-cloudy-day,0,7.995,30.863,-95.776
81,2017-09-29 09:00:00,clear-day,0,9.997,30.434,-96.442,clear-day,0,9.997,30.434,-96.109,partly-cloudy-day,0,9.997,30.434,-95.776,clear-day,0,9.997,30.863,-96.442,clear-day,0,9.997,30.863,-96.109,partly-cloudy-day,0,9.997,30.863,-95.776
82,2017-09-29 10:00:00,clear-day,0,9.997,30.434,-96.442,clear-day,0,9.997,30.434,-96.109,clear-day,0,9.997,30.434,-95.776,partly-cloudy-day,0,9.997,30.863,-96.442,partly-cloudy-day,0,9.997,30.863,-96.109,clear-day,0,9.997,30.863,-95.776
83,2017-09-29 11:00:00,partly-cloudy-day,0,9.997,30.434,-96.442,partly-cloudy-day,0,9.997,30.434,-96.109,clear-day,0,9.997,30.434,-95.776,partly-cloudy-day,0,9.997,30.863,-96.442,partly-cloudy-day,0,9.997,30.863,-96.109,clear-day,0,9.997,30.863,-95.776
84,2017-09-29 12:00:00,clear-day,0,9.997,30.434,-96.442,partly-cloudy-day,0,9.997,30.434,-96.109,clear-day,0,9.997,30.434,-95.776,partly-cloudy-day,0,9.997,30.863,-96.442,partly-cloudy-day,0,9.997,30.863,-96.109,clear-day,0,9.997,30.863,-95.776
85,2017-09-29 13:00:00,clear-day,0,9.997,30.434,-96.442,partly-cloudy-day,0,9.997,30.434,-96.109,clear-day,0,9.997,30.434,-95.776,clear-day,0,9.997,30.863,-96.442,clear-day,0,9.997,30.863,-96.109,clear-day,0,9.997,30.863,-95.776
86,2017-09-29 14:00:00,partly-cloudy-day,0,9.997,30.434,-96.442,partly-cloudy-day,0,9.997,30.434,-96.109,partly-cloudy-day,0,9.997,30.434,-95.776,clear-day,0,9.997,30.863,-96.442,partly-cloudy-day,0,9.997,30.863,-96.109,partly-cloudy-day,0,9.997,30.863,-95.776
87,2017-09-29 15:00:00,partly-cloudy-day,0,9.997,30.434,-96.442,partly-cloudy-day,0,9.997,30.434,-96.109,partly-cloudy-day,0,9.997,30.434,-95.776,partly-cloudy-day,0,9.997,30.863,-96.442,partly-cloudy-day,0,9.997,30.863,-96.109,partly-cloudy-day,0,9.997,30.863,-95.776
88,2017-09-29 16:00:00,partly-cloudy-day,0,9.997,30.434,-96.442,partly-cloudy-day,0,9.997,30.434,-96.109,partly-cloudy-day,0,9.997,30.434,-95.776,partly-cloudy-day,0,9.997,30.863,-96.442,partly-cloudy-day,0,9.997,30.863,-96.109,partly-cloudy-day,0,9.997,30.863,-95.776
89,2017-09-29 17:00:00,partly-cloudy-day,0,9.997,30.434,-96.442,partly-cloudy-day,0,9.997,30.434,-96.109,partly-cloudy-day,0,9.997,30.434,-95.776,clear-day,0,9.997,30.863,-96.442,partly-cloudy-day,0,9.997,30.863,-96.109,partly-cloudy-day,0,9.997,30.863,-95.776
90,2017-09-29 18:00:00,partly-cloudy-day,0,9.997,30.434,-96.442,partly-cloudy-day,0,9.997,30.434,-96.109,partly-cloudy-day,0,9.997,30.434,-95.776,partly-cloudy-day,0,9.997,30.863,-96.442,partly-cloudy-day,0,9.997,30.863,-96.109,clear-day,0,9.997,30.863,-95.776
91,2017-09-29 19:00:00,clear-day,0.0007,9.997,30.434,-96.442,clear-day,0,9.997,30.434,-96.109,clear-day,0,9.997,30.434,-95.776,clear-day,0,9.997,30.863,-96.442,clear-day,0,9.997,30.863,-96.109,clear-day,0,9.997,30.863,-95.776
